transaction_id,customer_id,product_category,product_name,quantity,unit_price,total_price,discount_applied,purchase_date,payment_method,final_price,purchase_year,purchase_month,purchase_type,price_category,transaction_flag
13528,2773,Home & kitchen,Blender,7,183.74,1286.18,0.15,2024-04-03,credit_card,1093.253,2024,April,bulk,High,High Value
13529,2350,Electronics,Laptop,2,377.67,755.34,0.05,2023-07-05,bank_transfer,717.573,2023,July,single item,High,High Value
13530,2352,Books,Biography,3,330.6,991.8,0.05,2025-02-12,credit_card,942.2099999999999,2025,February,single item,High,High Value
13531,2520,Books,Fiction,9,292.66,2633.94,0.1,2023-11-12,credit_card,2370.5460000000003,2023,November,bulk,High,High Value
13532,2320,Electronics,Tablet,4,267.3,1069.2,0.1,2024-08-02,credit_card,962.2800000000001,2024,August,single item,High,High Value
13533,2138,Clothing,Jacket,4,422.5,1690.0,0.15,2024-02-16,credit_card,1436.5,2024,February,single item,High,High Value
13534,2550,Books,Biography,3,121.3,363.9,0.05,2024-05-19,bank_transfer,345.705,2024,May,single item,High,High Value
13535,2623,Home & kitchen,Blender,5,224.02,1120.1,0.15,2023-10-11,paypal,952.0849999999999,2023,October,single item,High,High Value
13536,2992,Home & kitchen,Cookware,3,81.95,245.85,0.1,2024-03-11,bank_transfer,221.265,2024,March,single item,Medium,High Value
13537,2368,Beauty,Foundation,9,299.99,2699.91,0.1,2024-10-11,paypal,2429.919,2024,October,bulk,High,High Value
13538,2220,Toys,Board Game,3,129.02,387.06000000000006,0.0,2024-01-08,bank_transfer,387.06000000000006,2024,January,single item,High,High Value
13539,2337,Toys,Board Game,2,170.25,340.5,0.15,2024-06-26,credit_card,289.425,2024,June,single item,High,High Value
13540,2223,Toys,Lego,5,238.27,1191.35,0.05,2025-03-14,credit_card,1131.7824999999998,2025,March,single item,High,High Value
13541,2648,Home & kitchen,Cookware,6,18.25,109.5,0.15,2024-11-12,bank_transfer,93.075,2024,November,bulk,Low,Normal Txn
13542,2768,Beauty,Perfume,1,50.51,50.51,0.0,2024-05-02,paypal,50.51,2024,May,single item,Medium,Normal Txn
13543,2360,Toys,Action Figure,6,344.53,2067.18,0.0,2024-02-24,credit_card,2067.18,2024,February,bulk,High,High Value
13544,2921,Toys,Doll,10,217.34,2173.4,0.1,2023-04-19,credit_card,1956.0600000000002,2023,April,bulk,High,High Value
13545,2329,Electronics,Laptop,3,433.07,1299.21,0.0,2024-11-13,paypal,1299.21,2024,November,single item,High,High Value
13546,2962,Electronics,Tablet,4,348.86,1395.44,0.05,2024-07-24,credit_card,1325.668,2024,July,single item,High,High Value
13547,2463,Electronics,Headphones,6,9.01,54.06,0.15,2023-03-20,bank_transfer,45.951,2023,March,bulk,Low,Normal Txn
13548,2946,Clothing,Sneakers,8,310.27,2482.16,0.05,2023-11-15,credit_card,2358.0519999999997,2023,November,bulk,High,High Value
13549,2963,Toys,Action Figure,9,51.39,462.51,0.15,2023-09-04,bank_transfer,393.13349999999997,2023,September,bulk,Medium,High Value
13550,2561,Clothing,Sneakers,6,391.56,2349.36,0.15,2024-08-01,bank_transfer,1996.9560000000001,2024,August,bulk,High,High Value
13551,2804,Beauty,Skincare Set,7,495.8,3470.6,0.05,2024-08-13,credit_card,3297.0699999999997,2024,August,bulk,High,High Value
13552,2382,Home & kitchen,Vacuum Cleaner,5,267.94,1339.7,0.05,2024-03-28,paypal,1272.715,2024,March,single item,High,High Value
13553,2836,Toys,Lego,9,342.98,3086.82,0.15,2023-08-01,bank_transfer,2623.797,2023,August,bulk,High,High Value
13554,2590,Home & kitchen,Vacuum Cleaner,4,122.47,489.88,0.05,2024-02-01,paypal,465.38599999999997,2024,February,single item,High,High Value
13555,2617,Electronics,Headphones,10,221.61,2216.1000000000004,0.1,2023-05-12,paypal,1994.4900000000005,2023,May,bulk,High,High Value
13556,2169,Toys,Doll,6,428.77,2572.62,0.1,2023-11-17,bank_transfer,2315.358,2023,November,bulk,High,High Value
13557,2217,Books,Non-Fiction,5,87.87,439.35,0.15,2023-05-29,credit_card,373.4475,2023,May,single item,Medium,High Value
13558,2378,Clothing,Sneakers,1,136.44,136.44,0.0,2023-09-23,paypal,136.44,2023,September,single item,High,High Value
13559,2119,Clothing,T-Shirt,5,225.49,1127.45,0.15,2024-07-24,bank_transfer,958.3325,2024,July,single item,High,High Value
13560,2190,Toys,Doll,5,357.56,1787.8,0.05,2024-04-26,credit_card,1698.4099999999999,2024,April,single item,High,High Value
13561,2767,Electronics,Smartphone,9,191.06,1719.54,0.05,2024-11-11,bank_transfer,1633.5629999999999,2024,November,bulk,High,High Value
13562,2370,Clothing,Jeans,1,464.23,464.23,0.1,2024-03-19,paypal,417.807,2024,March,single item,High,High Value
13563,2778,Electronics,Tablet,5,51.76,258.8,0.0,2023-05-22,bank_transfer,258.8,2023,May,single item,Medium,High Value
13564,2149,Beauty,Skincare Set,7,188.55,1319.85,0.1,2025-01-12,bank_transfer,1187.865,2025,January,bulk,High,High Value
13565,2676,Home & kitchen,Cookware,6,355.93,2135.58,0.05,2025-01-29,bank_transfer,2028.801,2025,January,bulk,High,High Value
13566,2652,Books,Fiction,6,116.86,701.16,0.15,2023-06-27,credit_card,595.986,2023,June,bulk,High,High Value
13567,2859,Home & kitchen,Blender,7,329.92,2309.44,0.0,2024-01-04,bank_transfer,2309.44,2024,January,bulk,High,High Value
13568,2488,Home & kitchen,Vacuum Cleaner,6,86.29,517.74,0.1,2024-12-06,credit_card,465.966,2024,December,bulk,Medium,High Value
13569,2770,Beauty,Perfume,5,32.71,163.55,0.05,2024-07-04,bank_transfer,155.3725,2024,July,single item,Medium,High Value
13570,2374,Clothing,Sneakers,10,64.9,649.0,0.05,2024-05-14,credit_card,616.55,2024,May,bulk,Medium,High Value
13571,2781,Books,Comics,5,465.34,2326.7,0.15,2024-12-29,credit_card,1977.6949999999997,2024,December,single item,High,High Value
13572,2693,Clothing,Sneakers,9,278.12,2503.08,0.1,2024-04-24,bank_transfer,2252.772,2024,April,bulk,High,High Value
13573,2160,Toys,Lego,8,399.19,3193.52,0.15,2024-08-08,paypal,2714.4919999999997,2024,August,bulk,High,High Value
13574,2351,Home & kitchen,Cookware,10,169.66,1696.6,0.05,2023-06-14,bank_transfer,1611.7699999999998,2023,June,bulk,High,High Value
13575,2912,Toys,Board Game,4,298.37,1193.48,0.0,2025-09-03,paypal,1193.48,2025,September,single item,High,High Value
13576,2288,Electronics,Headphones,4,250.0,1000.0,0.1,2024-12-06,paypal,900.0,2024,December,single item,High,High Value
13577,2288,Home & kitchen,Blender,10,473.14,4731.4,0.1,2024-01-21,credit_card,4258.26,2024,January,bulk,High,High Value
13578,2892,Clothing,Sneakers,5,375.05,1875.25,0.15,2023-07-15,paypal,1593.9624999999999,2023,July,single item,High,High Value
13579,2226,Home & kitchen,Vacuum Cleaner,3,366.62,1099.86,0.15,2023-09-30,paypal,934.8809999999999,2023,September,single item,High,High Value
13580,2523,Electronics,Smartphone,8,27.94,223.52,0.15,2024-10-10,paypal,189.992,2024,October,bulk,Medium,High Value
13581,2522,Beauty,Skincare Set,7,277.09,1939.63,0.15,2023-07-06,paypal,1648.6855,2023,July,bulk,High,High Value
13582,2783,Toys,Lego,5,236.16,1180.8,0.1,2024-05-26,paypal,1062.72,2024,May,single item,High,High Value
13583,2273,Toys,Lego,10,464.28,4642.799999999999,0.1,2023-05-25,credit_card,4178.5199999999995,2023,May,bulk,High,High Value
13584,2936,Clothing,Jeans,3,132.38,397.14,0.1,2023-10-18,bank_transfer,357.426,2023,October,single item,High,High Value
13585,2402,Home & kitchen,Blender,5,138.57,692.8499999999999,0.0,2024-05-11,bank_transfer,692.8499999999999,2024,May,single item,High,High Value
13586,2183,Clothing,Sneakers,3,208.62,625.86,0.05,2024-07-04,credit_card,594.567,2024,July,single item,High,High Value
13587,2969,Beauty,Skincare Set,10,125.47,1254.7,0.1,2024-12-29,credit_card,1129.23,2024,December,bulk,High,High Value
13588,2665,Home & kitchen,Blender,5,68.95,344.75,0.1,2023-05-01,paypal,310.27500000000003,2023,May,single item,Medium,High Value
13589,2488,Home & kitchen,Blender,1,429.42,429.42,0.0,2024-06-08,credit_card,429.42,2024,June,single item,High,High Value
13590,2827,Clothing,Jacket,6,281.35,1688.1,0.0,2025-12-03,credit_card,1688.1,2025,December,bulk,High,High Value
13591,2846,Clothing,T-Shirt,10,431.37,4313.7,0.0,2025-02-26,bank_transfer,4313.7,2025,February,bulk,High,High Value
13592,2124,Electronics,Headphones,4,416.41,1665.64,0.05,2023-04-16,bank_transfer,1582.358,2023,April,single item,High,High Value
13593,2985,Beauty,Foundation,4,144.61,578.44,0.15,2023-08-04,paypal,491.67400000000004,2023,August,single item,High,High Value
13594,2626,Electronics,Headphones,8,276.13,2209.04,0.1,2025-07-03,bank_transfer,1988.136,2025,July,bulk,High,High Value
13595,2790,Toys,Board Game,2,46.19,92.38,0.1,2024-12-05,bank_transfer,83.142,2024,December,single item,Medium,Normal Txn
13596,2414,Home & kitchen,Vacuum Cleaner,4,458.05,1832.2,0.1,2024-02-08,bank_transfer,1648.98,2024,February,single item,High,High Value
13597,2980,Clothing,T-Shirt,2,205.11,410.22,0.1,2025-01-18,paypal,369.19800000000004,2025,January,single item,High,High Value
13598,2725,Home & kitchen,Microwave,1,199.87,199.87,0.15,2024-11-23,credit_card,169.8895,2024,November,single item,High,High Value
13599,2172,Home & kitchen,Microwave,10,154.86,1548.6,0.0,2024-04-19,paypal,1548.6,2024,April,bulk,High,High Value
13600,2288,Books,Biography,3,233.03,699.09,0.1,2024-04-23,credit_card,629.181,2024,April,single item,High,High Value
13601,2435,Toys,Lego,8,129.62,1036.96,0.0,2024-01-30,credit_card,1036.96,2024,January,bulk,High,High Value
13602,2686,Books,Biography,6,190.55,1143.3000000000002,0.05,2025-11-01,bank_transfer,1086.1350000000002,2025,November,bulk,High,High Value
13603,2113,Home & kitchen,Blender,7,400.97,2806.79,0.05,2024-04-19,credit_card,2666.4505,2024,April,bulk,High,High Value
13604,2888,Clothing,Jeans,2,417.96,835.92,0.05,2024-01-17,paypal,794.1239999999999,2024,January,single item,High,High Value
13605,2917,Home & kitchen,Cookware,6,155.57,933.42,0.05,2024-11-21,paypal,886.7489999999999,2024,November,bulk,High,High Value
13606,2995,Toys,Doll,8,237.16,1897.28,0.1,2023-05-18,bank_transfer,1707.552,2023,May,bulk,High,High Value
13607,2122,Books,Biography,8,437.54,3500.32,0.15,2024-02-16,paypal,2975.272,2024,February,bulk,High,High Value
13608,2544,Clothing,Jacket,4,31.07,124.28,0.15,2024-04-06,credit_card,105.638,2024,April,single item,Medium,High Value
13609,2222,Home & kitchen,Blender,6,445.13,2670.78,0.0,2023-03-29,credit_card,2670.78,2023,March,bulk,High,High Value
13610,2631,Beauty,Perfume,5,113.5,567.5,0.05,2024-06-07,bank_transfer,539.125,2024,June,single item,High,High Value
13611,2039,Toys,Action Figure,9,340.88,3067.92,0.15,2024-04-19,paypal,2607.732,2024,April,bulk,High,High Value
13612,2497,Toys,Board Game,8,293.36,2346.88,0.15,2025-01-22,bank_transfer,1994.848,2025,January,bulk,High,High Value
13613,2780,Beauty,Skincare Set,2,278.71,557.42,0.0,2024-10-28,credit_card,557.42,2024,October,single item,High,High Value
13614,2233,Home & kitchen,Microwave,7,430.38,3012.66,0.05,2024-05-01,bank_transfer,2862.0269999999996,2024,May,bulk,High,High Value
13615,2943,Toys,Lego,7,55.28,386.96,0.0,2023-10-10,bank_transfer,386.96,2023,October,bulk,Medium,High Value
13616,2530,Clothing,T-Shirt,1,176.78,176.78,0.15,2023-11-28,credit_card,150.263,2023,November,single item,High,High Value
13617,2149,Home & kitchen,Vacuum Cleaner,1,271.44,271.44,0.15,2024-05-02,paypal,230.724,2024,May,single item,High,High Value
13618,2397,Home & kitchen,Blender,4,406.59,1626.36,0.1,2023-08-25,credit_card,1463.724,2023,August,single item,High,High Value
13619,2661,Books,Biography,5,112.14,560.7,0.05,2024-04-23,bank_transfer,532.665,2024,April,single item,High,High Value
13620,2638,Toys,Board Game,4,402.45,1609.8,0.05,2023-10-01,credit_card,1529.31,2023,October,single item,High,High Value
13621,2904,Toys,Action Figure,7,202.82,1419.74,0.1,2024-10-03,bank_transfer,1277.766,2024,October,bulk,High,High Value
13622,2302,Beauty,Foundation,3,98.51,295.53000000000003,0.05,2024-08-04,bank_transfer,280.75350000000003,2024,August,single item,Medium,High Value
13623,2360,Books,Biography,7,380.7,2664.9,0.0,2024-05-21,credit_card,2664.9,2024,May,bulk,High,High Value
13624,2238,Books,Comics,8,49.99,399.92,0.05,2025-01-04,paypal,379.924,2025,January,bulk,Medium,High Value
13625,2647,Toys,Action Figure,6,259.81,1558.86,0.1,2024-03-03,bank_transfer,1402.974,2024,March,bulk,High,High Value
13626,2663,Home & kitchen,Microwave,6,36.62,219.72,0.05,2023-04-04,paypal,208.73399999999998,2023,April,bulk,Medium,High Value
13627,2236,Books,Non-Fiction,8,181.43,1451.44,0.1,2024-05-06,credit_card,1306.296,2024,May,bulk,High,High Value
13628,2736,Beauty,Lipstick,8,302.53,2420.24,0.05,2024-10-18,paypal,2299.2279999999996,2024,October,bulk,High,High Value
13629,2203,Books,Fiction,7,280.28,1961.96,0.05,2025-03-03,bank_transfer,1863.8619999999999,2025,March,bulk,High,High Value
13630,2256,Beauty,Lipstick,6,205.3,1231.8000000000002,0.05,2024-10-30,credit_card,1170.21,2024,October,bulk,High,High Value
13631,2598,Books,Non-Fiction,6,217.38,1304.28,0.15,2023-06-30,paypal,1108.638,2023,June,bulk,High,High Value
13632,2662,Beauty,Skincare Set,10,117.25,1172.5,0.1,2024-01-13,paypal,1055.25,2024,January,bulk,High,High Value
13633,2235,Books,Non-Fiction,6,230.66,1383.96,0.0,2024-10-02,credit_card,1383.96,2024,October,bulk,High,High Value
13634,2345,Books,Comics,8,476.86,3814.88,0.0,2024-07-24,paypal,3814.88,2024,July,bulk,High,High Value
13635,2534,Clothing,Jacket,1,425.97,425.97,0.1,2024-03-18,bank_transfer,383.37300000000005,2024,March,single item,High,High Value
13636,2860,Beauty,Perfume,5,76.89,384.45,0.0,2024-01-01,credit_card,384.45,2024,January,single item,Medium,High Value
13637,2797,Beauty,Perfume,3,19.74,59.22,0.05,2023-08-17,paypal,56.25899999999999,2023,August,single item,Low,Normal Txn
13638,2781,Beauty,Foundation,8,467.09,3736.72,0.05,2025-02-28,credit_card,3549.8839999999996,2025,February,bulk,High,High Value
13639,2466,Electronics,Headphones,6,265.74,1594.44,0.1,2024-08-13,bank_transfer,1434.996,2024,August,bulk,High,High Value
13640,2770,Books,Comics,2,271.23,542.46,0.05,2024-08-27,paypal,515.337,2024,August,single item,High,High Value
13641,2541,Beauty,Skincare Set,7,391.46,2740.22,0.0,2023-11-08,credit_card,2740.22,2023,November,bulk,High,High Value
13642,2213,Toys,Lego,7,160.77,1125.39,0.1,2024-10-06,credit_card,1012.8510000000001,2024,October,bulk,High,High Value
13643,2463,Electronics,Laptop,5,243.54,1217.7,0.1,2024-09-09,paypal,1095.93,2024,September,single item,High,High Value
13644,2436,Clothing,Jeans,8,484.49,3875.92,0.1,2023-10-12,paypal,3488.328,2023,October,bulk,High,High Value
13645,2283,Beauty,Perfume,5,337.71,1688.55,0.05,2023-04-24,bank_transfer,1604.1225,2023,April,single item,High,High Value
13646,2562,Beauty,Lipstick,1,81.1,81.1,0.0,2023-09-23,paypal,81.1,2023,September,single item,Medium,Normal Txn
13647,2607,Electronics,Laptop,9,70.95,638.5500000000001,0.05,2024-10-23,credit_card,606.6225000000001,2024,October,bulk,Medium,High Value
13648,2463,Books,Non-Fiction,4,106.11,424.44,0.1,2023-07-29,paypal,381.996,2023,July,single item,High,High Value
13649,2407,Toys,Lego,2,384.52,769.04,0.05,2023-09-18,credit_card,730.588,2023,September,single item,High,High Value
13650,2088,Clothing,T-Shirt,4,151.21,604.84,0.05,2023-09-18,bank_transfer,574.598,2023,September,single item,High,High Value
13651,2044,Beauty,Perfume,9,15.59,140.31,0.1,2023-12-29,credit_card,126.27900000000001,2023,December,bulk,Low,High Value
13652,2461,Books,Fiction,2,472.37,944.74,0.05,2023-05-30,paypal,897.5029999999999,2023,May,single item,High,High Value
13653,2278,Toys,Action Figure,4,89.01,356.04,0.1,2024-02-14,credit_card,320.43600000000004,2024,February,single item,Medium,High Value
13654,2683,Toys,Lego,2,9.73,19.46,0.0,2024-12-10,credit_card,19.46,2024,December,single item,Low,Normal Txn
13655,2421,Clothing,Jeans,5,122.38,611.9,0.05,2023-11-04,bank_transfer,581.305,2023,November,single item,High,High Value
13656,2701,Home & kitchen,Microwave,3,121.34,364.02,0.0,2024-12-14,credit_card,364.02,2024,December,single item,High,High Value
13657,2353,Toys,Lego,10,213.89,2138.9,0.0,2024-10-23,credit_card,2138.9,2024,October,bulk,High,High Value
13658,2696,Home & kitchen,Vacuum Cleaner,2,460.59,921.18,0.0,2024-05-03,paypal,921.18,2024,May,single item,High,High Value
13659,2515,Toys,Action Figure,9,440.2,3961.8,0.1,2023-12-14,credit_card,3565.6200000000003,2023,December,bulk,High,High Value
13660,2703,Clothing,Jacket,5,231.16,1155.8,0.0,2024-08-04,bank_transfer,1155.8,2024,August,single item,High,High Value
13661,2630,Electronics,Headphones,10,208.4,2084.0,0.15,2023-12-27,bank_transfer,1771.3999999999999,2023,December,bulk,High,High Value
13662,2019,Clothing,Jacket,5,279.73,1398.65,0.15,2023-04-29,bank_transfer,1188.8525,2023,April,single item,High,High Value
13663,2023,Clothing,Sneakers,1,125.51,125.51,0.1,2025-09-01,credit_card,112.959,2025,September,single item,High,High Value
13664,2413,Electronics,Tablet,6,30.83,184.98,0.1,2023-03-11,credit_card,166.482,2023,March,bulk,Medium,High Value
13665,2030,Electronics,Headphones,7,469.92,3289.44,0.0,2024-09-25,credit_card,3289.44,2024,September,bulk,High,High Value
13666,2807,Books,Comics,1,97.42,97.42,0.1,2024-03-25,paypal,87.678,2024,March,single item,Medium,Normal Txn
13667,2108,Toys,Doll,9,103.21,928.89,0.1,2023-02-08,bank_transfer,836.001,2023,February,bulk,High,High Value
13668,2367,Books,Non-Fiction,8,238.87,1910.96,0.05,2023-05-18,paypal,1815.412,2023,May,bulk,High,High Value
13669,2281,Electronics,Tablet,8,248.35,1986.8,0.0,2023-12-14,bank_transfer,1986.8,2023,December,bulk,High,High Value
13670,2128,Home & kitchen,Microwave,7,14.12,98.84,0.05,2025-02-23,credit_card,93.898,2025,February,bulk,Low,Normal Txn
13671,2229,Home & kitchen,Blender,5,78.24,391.2,0.0,2024-09-29,bank_transfer,391.2,2024,September,single item,Medium,High Value
13672,2111,Clothing,Jeans,3,192.19,576.5699999999999,0.05,2024-06-06,bank_transfer,547.7414999999999,2024,June,single item,High,High Value
13673,2136,Beauty,Foundation,9,343.45,3091.05,0.1,2023-10-11,bank_transfer,2781.945,2023,October,bulk,High,High Value
13674,2362,Clothing,Sneakers,7,118.07,826.49,0.05,2024-01-09,bank_transfer,785.1655,2024,January,bulk,High,High Value
13675,2186,Clothing,Sneakers,10,214.39,2143.9,0.15,2024-07-13,credit_card,1822.315,2024,July,bulk,High,High Value
13676,2656,Beauty,Lipstick,10,280.89,2808.9,0.05,2024-11-29,credit_card,2668.455,2024,November,bulk,High,High Value
13677,2584,Toys,Doll,8,444.85,3558.8,0.05,2023-06-16,credit_card,3380.86,2023,June,bulk,High,High Value
13678,2129,Electronics,Laptop,6,166.4,998.4,0.1,2024-08-28,paypal,898.56,2024,August,bulk,High,High Value
13679,2876,Home & kitchen,Cookware,5,71.11,355.55,0.1,2024-05-05,credit_card,319.995,2024,May,single item,Medium,High Value
13680,2261,Clothing,Sneakers,8,247.19,1977.52,0.15,2024-02-12,paypal,1680.892,2024,February,bulk,High,High Value
13681,2515,Beauty,Foundation,3,374.63,1123.89,0.05,2024-07-18,bank_transfer,1067.6955,2024,July,single item,High,High Value
13682,2449,Books,Biography,7,59.38,415.66,0.1,2024-07-10,bank_transfer,374.09400000000005,2024,July,bulk,Medium,High Value
13683,2900,Clothing,Sneakers,2,215.22,430.44,0.1,2023-09-28,credit_card,387.396,2023,September,single item,High,High Value
13684,2104,Home & kitchen,Blender,3,13.8,41.400000000000006,0.05,2024-03-21,credit_card,39.330000000000005,2024,March,single item,Low,Normal Txn
13685,2483,Electronics,Tablet,2,21.61,43.22,0.0,2023-05-08,paypal,43.22,2023,May,single item,Medium,Normal Txn
13686,2224,Clothing,Jacket,5,244.06,1220.3,0.05,2024-10-09,bank_transfer,1159.2849999999999,2024,October,single item,High,High Value
13687,2832,Clothing,Jeans,7,152.61,1068.27,0.1,2025-01-17,credit_card,961.443,2025,January,bulk,High,High Value
13688,2874,Toys,Lego,10,423.33,4233.3,0.05,2023-07-11,paypal,4021.6349999999998,2023,July,bulk,High,High Value
13689,2866,Beauty,Lipstick,10,303.07,3030.7,0.15,2023-04-05,bank_transfer,2576.095,2023,April,bulk,High,High Value
13690,2491,Books,Comics,1,229.7,229.7,0.05,2024-11-05,credit_card,218.21499999999997,2024,November,single item,High,High Value
13691,2473,Books,Biography,10,206.93,2069.3,0.1,2024-04-14,paypal,1862.3700000000001,2024,April,bulk,High,High Value
13692,2010,Electronics,Tablet,9,251.14,2260.26,0.15,2023-09-29,bank_transfer,1921.2210000000002,2023,September,bulk,High,High Value
13693,2405,Home & kitchen,Blender,1,25.02,25.02,0.15,2024-06-20,bank_transfer,21.267,2024,June,single item,Medium,Normal Txn
13694,2896,Electronics,Headphones,1,446.93,446.93,0.1,2024-07-22,paypal,402.237,2024,July,single item,High,High Value
13695,2302,Clothing,Jeans,10,499.16,4991.6,0.1,2024-10-16,paypal,4492.4400000000005,2024,October,bulk,High,High Value
13696,2231,Clothing,Sneakers,8,94.84,758.72,0.05,2024-04-19,bank_transfer,720.784,2024,April,bulk,Medium,High Value
13697,2731,Books,Biography,6,64.59,387.54,0.15,2025-01-18,credit_card,329.409,2025,January,bulk,Medium,High Value
13698,2923,Home & kitchen,Vacuum Cleaner,6,76.07,456.42,0.0,2023-10-15,credit_card,456.42,2023,October,bulk,Medium,High Value
13699,2066,Beauty,Foundation,9,332.21,2989.89,0.05,2024-03-10,credit_card,2840.3954999999996,2024,March,bulk,High,High Value
13700,2937,Home & kitchen,Cookware,4,332.41,1329.64,0.15,2023-11-15,paypal,1130.194,2023,November,single item,High,High Value
13701,2112,Clothing,Sneakers,8,424.72,3397.76,0.1,2024-03-02,bank_transfer,3057.9840000000004,2024,March,bulk,High,High Value
13702,2013,Beauty,Skincare Set,4,377.15,1508.6,0.0,2024-08-28,bank_transfer,1508.6,2024,August,single item,High,High Value
13703,2393,Home & kitchen,Cookware,2,227.6,455.2,0.15,2023-08-07,bank_transfer,386.91999999999996,2023,August,single item,High,High Value
13704,2500,Home & kitchen,Vacuum Cleaner,8,308.36,2466.88,0.15,2023-10-18,credit_card,2096.848,2023,October,bulk,High,High Value
13705,2932,Beauty,Lipstick,7,345.7,2419.9,0.1,2024-03-13,bank_transfer,2177.9100000000003,2024,March,bulk,High,High Value
13706,2598,Clothing,T-Shirt,4,258.8,1035.2,0.1,2024-06-15,credit_card,931.6800000000001,2024,June,single item,High,High Value
13707,2234,Home & kitchen,Blender,9,240.45,2164.05,0.15,2023-06-21,paypal,1839.4425,2023,June,bulk,High,High Value
13708,2602,Beauty,Lipstick,9,324.32,2918.88,0.1,2025-01-16,credit_card,2626.992,2025,January,bulk,High,High Value
13709,2314,Toys,Board Game,8,280.95,2247.6,0.1,2025-02-17,paypal,2022.84,2025,February,bulk,High,High Value
13710,2566,Toys,Lego,1,323.75,323.75,0.1,2023-07-02,credit_card,291.375,2023,July,single item,High,High Value
13711,2012,Clothing,Sneakers,7,308.36,2158.52,0.1,2024-02-04,credit_card,1942.6680000000001,2024,February,bulk,High,High Value
13712,2209,Beauty,Foundation,5,361.0,1805.0,0.15,2023-09-22,paypal,1534.25,2023,September,single item,High,High Value
13713,2974,Toys,Action Figure,7,323.19,2262.33,0.05,2024-02-11,bank_transfer,2149.2135,2024,February,bulk,High,High Value
13714,2014,Beauty,Skincare Set,9,262.27,2360.43,0.1,2024-06-13,paypal,2124.3869999999997,2024,June,bulk,High,High Value
13715,2633,Home & kitchen,Vacuum Cleaner,2,342.49,684.98,0.05,2023-08-25,credit_card,650.731,2023,August,single item,High,High Value
13716,2418,Clothing,T-Shirt,4,227.49,909.96,0.0,2023-07-10,bank_transfer,909.96,2023,July,single item,High,High Value
13717,2437,Toys,Lego,4,124.63,498.52,0.0,2023-06-21,bank_transfer,498.52,2023,June,single item,High,High Value
13718,2377,Home & kitchen,Vacuum Cleaner,2,5.7,11.4,0.05,2023-03-19,credit_card,10.83,2023,March,single item,Low,Normal Txn
13719,2020,Electronics,Headphones,3,282.18,846.54,0.05,2023-11-04,bank_transfer,804.213,2023,November,single item,High,High Value
13720,2587,Electronics,Headphones,8,297.37,2378.96,0.1,2024-09-15,paypal,2141.0640000000003,2024,September,bulk,High,High Value
13721,2912,Clothing,Jacket,9,486.16,4375.4400000000005,0.05,2025-09-02,paypal,4156.668000000001,2025,September,bulk,High,High Value
13722,2755,Toys,Action Figure,6,183.93,1103.58,0.15,2024-09-30,credit_card,938.0429999999999,2024,September,bulk,High,High Value
13723,2735,Toys,Board Game,10,200.1,2001.0,0.05,2025-01-27,paypal,1900.9499999999998,2025,January,bulk,High,High Value
13724,2070,Toys,Lego,2,104.89,209.78,0.05,2024-01-19,paypal,199.291,2024,January,single item,High,High Value
13725,2824,Beauty,Skincare Set,2,39.91,79.82,0.05,2024-08-01,credit_card,75.829,2024,August,single item,Medium,Normal Txn
13726,2211,Home & kitchen,Blender,7,387.54,2712.78,0.0,2023-05-06,bank_transfer,2712.78,2023,May,bulk,High,High Value
13727,2101,Toys,Doll,8,128.59,1028.72,0.0,2024-04-04,bank_transfer,1028.72,2024,April,bulk,High,High Value
13728,2698,Home & kitchen,Blender,8,306.41,2451.28,0.15,2023-11-06,paypal,2083.588,2023,November,bulk,High,High Value
13729,2132,Clothing,T-Shirt,6,345.45,2072.7,0.1,2024-02-13,paypal,1865.4299999999998,2024,February,bulk,High,High Value
13730,2623,Toys,Board Game,10,238.26,2382.6,0.1,2023-11-26,paypal,2144.34,2023,November,bulk,High,High Value
13731,2381,Clothing,T-Shirt,8,438.79,3510.32,0.0,2024-03-04,bank_transfer,3510.32,2024,March,bulk,High,High Value
13732,2132,Toys,Action Figure,1,224.68,224.68,0.1,2023-10-05,bank_transfer,202.21200000000002,2023,October,single item,High,High Value
13733,2020,Electronics,Headphones,9,146.03,1314.27,0.15,2023-12-06,bank_transfer,1117.1295,2023,December,bulk,High,High Value
13734,2906,Books,Fiction,1,448.53,448.53,0.05,2024-08-09,credit_card,426.10349999999994,2024,August,single item,High,High Value
13735,2536,Clothing,T-Shirt,3,431.47,1294.41,0.05,2024-12-30,credit_card,1229.6895,2024,December,single item,High,High Value
13736,2227,Toys,Doll,9,86.2,775.8000000000001,0.05,2024-04-11,credit_card,737.01,2024,April,bulk,Medium,High Value
13737,2154,Books,Non-Fiction,5,17.85,89.25,0.0,2024-03-02,bank_transfer,89.25,2024,March,single item,Low,Normal Txn
13738,2805,Clothing,Sneakers,9,49.54,445.86,0.1,2024-01-25,paypal,401.274,2024,January,bulk,Medium,High Value
13739,2742,Beauty,Perfume,9,146.84,1321.56,0.15,2024-01-02,credit_card,1123.326,2024,January,bulk,High,High Value
13740,2469,Toys,Lego,6,486.27,2917.62,0.0,2023-06-21,bank_transfer,2917.62,2023,June,bulk,High,High Value
13741,2822,Beauty,Perfume,1,281.47,281.47,0.0,2024-04-26,bank_transfer,281.47,2024,April,single item,High,High Value
