Transaction_ID,Customer_ID,Product_Category,Product_Name,Quantity,Unit_Price ($),Total_Price ($),Discount Applied (%),Purchase_Date,Payment_Method
14342,2708,Home & Kitchen,Vacuum Cleaner,4,97.59,390.36,5%,05-01-2023,PayPal
14343,2068,Clothing,Sneakers,1,247.06,247.06,5%,2024-12-10,Credit Card
14344,2988,Home & Kitchen,Microwave,1,399.98,399.98,10%,05-05-2024,Credit Card
14345,2776,Home & Kitchen,Microwave,10,286.64,2866.3999999999996,10%,15/02/2024,PayPal
14346,2514,Books,Fiction,7,447.14,3129.98,10%,2024-06-21,bank transfer
14347,2873,Books,Fiction,3,320.09,960.27,5%,02/08/2023,BANK_TRANSFER
14348,2637,Clothing,Jacket,2,346.22,692.44,15%,18/07/2023,Credit Card
14349,2622,Toys,Doll,6,335.47,2012.8200000000002,15%,10-06-2024,credit_card
14350,2598,Books,Biography,6,227.48,1364.8799999999999,5%,2024-03-10,BANK_TRANSFER
14351,2937,Books,Fiction,7,346.22,2423.54,5%,02-23-2025,paypal
14352,2632,Books,Fiction,5,39.51,197.54999999999998,0%,11-05-2023,PayPal
14353,2127,Home & Kitchen,Blender,8,430.63,3445.04,5%,19/09/2023,BANK_TRANSFER
14354,2255,Clothing,Sneakers,7,390.02,2730.14,10%,2024-11-26,paypal
14355,2695,Home & Kitchen,Cookware,2,126.39,252.78,15%,05-15-2024,credit_card
14356,2016,Beauty,Foundation,1,385.18,385.18,15%,09-11-2024,bank transfer
14357,2477,Home & Kitchen,Blender,9,11.26,101.34,5%,14/01/2024,PayPal
14358,2062,Beauty,Lipstick,5,112.54,562.7,10%,07/03/2024,bank transfer
14359,2881,Electronics,Laptop,5,37.24,186.20000000000002,10%,11/12/2023,Credit Card
14360,2432,Electronics,Headphones,10,391.21,3912.1,0%,2024-02-21,bank transfer
14361,2670,Beauty,Skincare Set,4,379.16,1516.64,10%,13/06/2023,Credit Card
14362,2268,Beauty,Foundation,2,407.75,815.5,5%,2024-02-08,paypal
14363,2035,Home & Kitchen,Vacuum Cleaner,5,7.22,36.1,10%,12/08/2024,BANK_TRANSFER
14364,2779,Beauty,Skincare Set,2,253.11,506.22,10%,2024-11-15,credit_card
14365,2576,Clothing,Jeans,7,353.89,2477.23,10%,08/09/2023,paypal
14366,2494,Electronics,Tablet,9,81.92,737.28,10%,2023-05-28,credit_card
14367,2562,Electronics,Laptop,9,326.65,2939.85,10%,2023-11-22,bank transfer
14368,2469,Toys,Lego,6,46.63,279.78000000000003,15%,04/12/2023,credit_card
14369,2767,Beauty,Foundation,1,94.76,94.76,5%,2025-01-14,bank transfer
14370,2661,Books,Comics,6,240.52,1443.1200000000001,15%,2024-10-01,credit_card
14371,2325,Books,Comics,5,328.51,1642.55,10%,06-26-2023,PayPal
14372,2304,Beauty,Skincare Set,4,77.21,308.84,0%,21/12/2023,paypal
14373,2276,Clothing,T-Shirt,6,96.69,580.14,,15/12/2024,PayPal
14374,2869,Books,Non-Fiction,6,106.2,637.2,10%,07-18-2024,BANK_TRANSFER
14375,2963,Toys,Action Figure,6,123.16,738.96,,2024-07-02,BANK_TRANSFER
14376,2684,Beauty,Foundation,2,117.14,234.28,10%,01-15-2024,Credit Card
14377,2929,Clothing,Jacket,7,200.6,1404.2,15%,03/08/2024,Credit Card
14378,2201,Clothing,Jeans,4,328.63,1314.52,10%,2025-02-13,Credit Card
14379,2445,Home & Kitchen,Blender,9,221.83,1996.47,5%,07-16-2023,BANK_TRANSFER
14380,2905,Clothing,T-Shirt,10,389.11,3891.1000000000004,5%,2025-03-03,credit_card
14381,2324,Books,Non-Fiction,2,361.04,722.08,5%,12-26-2023,bank transfer
14382,2035,Books,Comics,5,67.63,338.15,15%,23/03/2024,credit_card
14383,2977,Beauty,Skincare Set,4,29.18,116.72,5%,13/12/2023,paypal
14384,2482,Beauty,Perfume,9,439.58,3956.22,5%,21/01/2025,BANK_TRANSFER
14385,2728,Clothing,Sneakers,4,44.52,178.08,,03/12/2024,bank transfer
14386,2480,Toys,Board Game,8,78.43,627.44,,10-22-2023,bank transfer
14387,2065,Electronics,Headphones,8,15.96,127.68,,22/09/2024,bank transfer
14388,2008,Home & Kitchen,Vacuum Cleaner,6,316.03,1896.1799999999998,0%,02/01/2024,Credit Card
14389,2301,Electronics,Headphones,6,293.27,1759.62,10%,17/12/2023,bank transfer
14390,2343,Clothing,T-Shirt,8,493.52,3948.16,5%,01-17-2024,bank transfer
14391,2431,Clothing,Sneakers,10,444.03,4440.299999999999,10%,07-07-2023,BANK_TRANSFER
14392,2424,Electronics,Tablet,9,208.37,1875.33,,06/08/2024,credit_card
14393,2332,Home & Kitchen,Vacuum Cleaner,5,188.93,944.6500000000001,10%,2023-08-17,credit_card
14394,2438,Electronics,Tablet,1,151.94,151.94,5%,21/10/2024,PayPal
14395,2588,Beauty,Skincare Set,1,80.44,80.44,10%,01-04-2024,PayPal
14396,2174,Books,Biography,2,73.35,146.7,10%,2024-12-06,paypal
14397,2559,Toys,Doll,10,70.48,704.8000000000001,10%,02/08/2023,BANK_TRANSFER
14398,2527,Beauty,Perfume,10,61.49,614.9,15%,2024-02-28,PayPal
14399,2873,Books,Fiction,5,124.05,620.25,10%,05/02/2024,PayPal
14400,2659,Toys,Doll,4,156.8,627.2,5%,15/04/2023,BANK_TRANSFER
14401,2026,Toys,Action Figure,1,480.98,480.98,0%,09/03/2025,credit_card
14402,2820,Toys,Lego,4,291.34,1165.36,15%,06-01-2023,paypal
14403,2605,Clothing,Jacket,4,493.86,1975.44,10%,12-04-2024,paypal
14404,2406,Toys,Lego,10,189.37,1893.7,,2024-01-07,paypal
14405,2232,Home & Kitchen,Blender,4,231.53,926.12,15%,07/10/2023,PayPal
14406,2533,Electronics,Smartphone,1,165.67,165.67,10%,2025-02-18,credit_card
14407,2819,Home & Kitchen,Microwave,9,95.53,859.77,15%,2024-11-17,paypal
14408,2550,Electronics,Smartphone,3,75.87,,15%,06-29-2024,BANK_TRANSFER
14409,2788,Beauty,Skincare Set,4,472.81,1891.24,5%,17/01/2025,paypal
14410,2505,Beauty,Perfume,5,493.47,2467.3500000000004,10%,08-24-2024,Credit Card
14411,2669,Electronics,Laptop,7,27.23,190.61,5%,09-28-2023,credit_card
14412,2179,Home & Kitchen,Microwave,6,79.42,476.52,15%,05-30-2024,Credit Card
14413,2132,Electronics,Headphones,5,214.64,1073.1999999999998,10%,2023-10-04,credit_card
14414,2823,Toys,Doll,8,97.24,777.92,15%,07/12/2024,bank transfer
14415,2455,Clothing,T-Shirt,1,185.12,185.12,5%,04-20-2023,BANK_TRANSFER
14416,2348,Beauty,Lipstick,7,68.9,482.30000000000007,5%,2024-09-29,bank transfer
14417,2540,Clothing,T-Shirt,6,230.97,1385.82,5%,01/10/2024,PayPal
14418,2772,Toys,Action Figure,5,139.49,697.45,5%,2025-01-04,PayPal
14419,2406,Toys,Action Figure,7,179.19,1254.33,0%,2025-01-31,bank transfer
14420,2076,Beauty,Lipstick,3,51.68,155.04,15%,02/02/2025,credit_card
14421,2941,Beauty,Lipstick,1,216.92,216.92,5%,08/12/2023,paypal
14422,2579,Toys,Action Figure,9,491.71,4425.389999999999,5%,07-28-2024,Credit Card
14423,2854,Books,Fiction,2,167.77,335.54,15%,10-02-2023,BANK_TRANSFER
14424,2492,Clothing,Jacket,10,438.83,4388.3,0%,17/02/2025,paypal
14425,2194,Clothing,Sneakers,3,422.38,1267.1399999999999,15%,17/01/2024,PayPal
14426,2984,Books,Comics,8,476.27,3810.16,5%,26/03/2023,paypal
14427,2162,Home & Kitchen,Blender,10,396.1,3961.0,,17/11/2023,bank transfer
14428,2347,Clothing,T-Shirt,9,331.5,2983.5,15%,07-06-2024,bank transfer
14429,2951,Electronics,Headphones,3,429.01,1287.03,10%,06/02/2025,Credit Card
14430,2361,Toys,Action Figure,6,42.44,254.64,5%,07-18-2024,PayPal
14431,2769,Toys,Lego,7,234.1,1638.7,5%,08-02-2023,credit_card
14432,2584,Books,Non-Fiction,1,494.68,494.68,15%,2023-06-20,BANK_TRANSFER
14433,2087,Clothing,Jacket,7,385.95,2701.65,10%,09/12/2024,bank transfer
14434,2934,Home & Kitchen,Microwave,4,481.23,1924.92,5%,01-01-2024,BANK_TRANSFER
14435,2262,Clothing,T-Shirt,5,390.92,1954.6000000000001,5%,2023-07-22,PayPal
14436,2214,Toys,Action Figure,8,438.07,3504.56,10%,2023-11-18,credit_card
14437,2665,Beauty,Perfume,4,354.73,1418.92,5%,19/02/2025,bank transfer
14438,2722,Electronics,Headphones,4,381.45,1525.8,15%,14/12/2024,Credit Card
14439,2913,Books,Non-Fiction,8,263.97,2111.76,5%,02-23-2024,BANK_TRANSFER
14440,2573,Beauty,Foundation,5,462.5,2312.5,5%,11-18-2023,PayPal
14441,2780,Home & Kitchen,Cookware,6,413.39,2480.34,5%,04/08/2023,BANK_TRANSFER
14442,2262,Beauty,Lipstick,5,422.72,2113.6000000000004,5%,2023-10-15,credit_card
14443,2730,Beauty,Perfume,1,338.14,338.14,5%,05-19-2024,Credit Card
14444,2283,Home & Kitchen,Cookware,7,155.77,1090.39,10%,07/07/2023,credit_card
14445,2648,Beauty,Skincare Set,6,22.64,135.84,10%,02-28-2025,bank transfer
14446,2467,Books,Comics,2,468.15,936.3,0%,2023-05-20,paypal
14447,2380,Toys,Board Game,7,295.13,2065.91,5%,01/01/2025,credit_card
14448,2362,Clothing,Jacket,6,152.58,915.48,15%,06/11/2024,credit_card
14449,2449,Beauty,Perfume,5,78.82,394.09999999999997,5%,2024-07-21,BANK_TRANSFER
14450,2441,Books,Non-Fiction,8,415.61,3324.88,10%,07-09-2024,credit_card
14451,2093,Clothing,Sneakers,5,419.08,2095.4,15%,24/11/2024,PayPal
14452,2621,Clothing,Sneakers,2,408.18,816.36,10%,03-12-2025,bank transfer
14453,2753,Beauty,Perfume,6,324.32,1945.92,,2023-10-14,BANK_TRANSFER
14454,2867,Books,Non-Fiction,1,186.18,186.18,10%,04/12/2023,BANK_TRANSFER
14455,2424,Toys,Board Game,5,155.51,777.55,5%,2024-09-16,paypal
14456,2142,Beauty,Perfume,6,9.23,55.38,10%,2024-04-20,bank transfer
14457,2291,Home & Kitchen,Blender,7,417.64,2923.48,0%,05-20-2024,PayPal
14458,2432,Clothing,T-Shirt,2,48.28,96.56,,18/01/2025,bank transfer
14459,2749,Beauty,Lipstick,1,317.22,317.22,10%,11-15-2024,credit_card
14460,2852,Clothing,Jeans,6,254.52,1527.1200000000001,10%,2023-12-27,paypal
14461,2824,Books,Fiction,3,265.71,797.1299999999999,10%,09/07/2023,PayPal
14462,2689,Electronics,Laptop,5,463.72,2318.6000000000004,15%,24/11/2024,paypal
14463,2653,Beauty,Foundation,2,20.65,41.3,5%,16/01/2024,bank transfer
14464,2701,Toys,Doll,1,387.83,387.83,5%,02-06-2024,Credit Card
14465,2998,Beauty,Perfume,1,30.77,30.77,10%,10-28-2024,bank transfer
14466,2049,Clothing,Sneakers,4,23.89,95.56,15%,08-27-2024,credit_card
14467,2302,Books,Non-Fiction,10,217.76,2177.6,5%,06-15-2023,paypal
14468,2881,Home & Kitchen,Vacuum Cleaner,2,36.22,72.44,15%,17/01/2024,Credit Card
14469,2190,Toys,Lego,1,395.63,395.63,15%,08-22-2024,credit_card
14470,2136,Books,Biography,6,267.13,1602.78,10%,2024-07-05,paypal
14471,2555,Beauty,Skincare Set,4,19.37,77.48,5%,2023-09-10,paypal
14472,2404,Home & Kitchen,Cookware,10,25.05,250.5,15%,2023-08-23,bank transfer
14473,2892,Books,Biography,7,308.27,2157.89,5%,2023-07-11,paypal
14474,2865,Electronics,Laptop,6,404.03,2424.18,10%,2023-09-27,paypal
14475,2602,Toys,Lego,5,221.71,1108.55,15%,2023-06-18,BANK_TRANSFER
14476,2807,Clothing,T-Shirt,10,279.52,2795.2,,07/12/2024,paypal
14477,2341,Books,Fiction,2,400.92,801.84,,03-02-2024,bank transfer
14478,2757,Books,Non-Fiction,5,307.2,1536.0,15%,2024-04-10,BANK_TRANSFER
14479,2945,Electronics,Tablet,9,116.26,1046.3400000000001,5%,2024-07-30,BANK_TRANSFER
14480,2704,Beauty,Lipstick,9,308.46,2776.14,5%,17/09/2024,Credit Card
14481,2318,Toys,Doll,2,316.0,632.0,10%,2025-01-16,credit_card
14482,2618,Toys,Lego,7,368.38,2578.66,5%,2024-02-22,BANK_TRANSFER
14483,2363,Clothing,Sneakers,10,312.33,3123.2999999999997,10%,02/10/2024,PayPal
14484,2822,Books,Non-Fiction,4,484.77,1939.08,10%,05-27-2024,BANK_TRANSFER
14485,2382,Home & Kitchen,Cookware,3,102.66,307.98,0%,08/04/2023,PayPal
14486,2233,Books,Comics,1,475.79,475.79,,12-07-2023,Credit Card
14487,2777,Clothing,Jeans,3,271.48,814.44,,03-07-2024,PayPal
14488,2344,Books,Fiction,9,337.62,3038.58,10%,03-25-2023,Credit Card
14489,2549,Electronics,Tablet,9,54.23,488.07,,2023-05-25,Credit Card
14490,2817,Books,Comics,7,193.39,1353.73,10%,2023-10-27,Credit Card
14491,2553,Books,Non-Fiction,3,385.84,1157.52,5%,2024-04-23,PayPal
14492,2529,Home & Kitchen,Blender,3,354.92,1064.76,15%,14/11/2024,PayPal
14493,2856,Electronics,Tablet,4,24.87,99.48,5%,14/09/2024,Credit Card
14494,2789,Electronics,Smartphone,7,275.56,1928.92,,09/05/2024,Credit Card
14495,2819,Books,Biography,7,48.7,340.90000000000003,5%,08/10/2024,credit_card
14496,2571,Toys,Lego,2,497.95,995.9,5%,05-21-2023,Credit Card
14497,2935,Home & Kitchen,Blender,5,449.16,2245.8,10%,07-28-2023,paypal
14498,2183,Books,Non-Fiction,7,15.43,,0%,01/06/2024,credit_card
14499,2041,Books,Biography,7,430.03,3010.21,5%,2024-04-07,credit_card
14500,2551,Clothing,Jacket,6,460.12,2760.7200000000003,15%,07/04/2023,credit_card
14501,2397,Clothing,T-Shirt,10,180.01,1800.1,15%,02-11-2025,paypal
14502,2704,Toys,Lego,10,361.15,3611.5,15%,09-27-2023,credit_card
14503,2779,Home & Kitchen,Cookware,8,223.84,1790.72,5%,22/03/2023,credit_card
14504,2494,Beauty,Foundation,3,329.34,988.02,10%,2024-03-19,PayPal
14505,2659,Clothing,Jacket,1,173.46,173.46,15%,15/09/2024,bank transfer
14506,2907,Beauty,Perfume,3,164.67,494.01,,12-16-2024,PayPal
14507,2333,Electronics,Laptop,2,215.09,430.18,0%,12-12-2024,Credit Card
14508,2127,Clothing,Jeans,2,77.06,154.12,10%,26/10/2023,Credit Card
14509,2558,Clothing,T-Shirt,2,416.41,832.82,10%,25/09/2024,BANK_TRANSFER
14510,2557,Home & Kitchen,Cookware,5,177.61,888.0500000000001,5%,2024-03-29,bank transfer
14511,2001,Toys,Action Figure,1,203.07,203.07,15%,13/11/2024,paypal
14512,2168,Beauty,Skincare Set,10,447.56,4475.6,5%,2025-02-21,PayPal
14513,2620,Clothing,T-Shirt,4,250.83,1003.32,15%,10-12-2023,Credit Card
14514,2019,Clothing,Jacket,10,274.41,2744.1000000000004,,04/08/2023,paypal
14515,2332,Home & Kitchen,Cookware,5,478.47,2392.3500000000004,5%,05-23-2024,credit_card
14516,2584,Home & Kitchen,Blender,2,443.93,887.86,10%,12/04/2023,paypal
14517,2456,Toys,Lego,5,88.89,444.45,,14/12/2024,PayPal
14518,2957,Beauty,Skincare Set,10,239.24,2392.4,5%,2023-09-23,bank transfer
14519,2109,Electronics,Laptop,4,485.79,1943.16,5%,05/11/2024,BANK_TRANSFER
14520,2268,Toys,Action Figure,8,189.32,1514.56,5%,2024-05-21,PayPal
14521,2445,Electronics,Laptop,1,188.93,188.93,5%,12/01/2024,bank transfer
14522,2240,Books,Comics,5,101.54,507.70000000000005,15%,2023-12-23,Credit Card
14523,2929,Clothing,Jacket,10,61.59,615.9000000000001,5%,01-15-2025,Credit Card
14524,2301,Beauty,Skincare Set,1,371.45,371.45,5%,08/04/2024,paypal
14525,2602,Toys,Board Game,10,386.17,3861.7000000000003,15%,20/12/2023,PayPal
14526,2103,Clothing,Sneakers,10,484.66,4846.6,10%,2025-01-22,Credit Card
14527,2988,Beauty,Perfume,4,387.84,1551.36,10%,2024-03-27,credit_card
14528,2250,Beauty,Foundation,8,125.46,1003.68,15%,28/05/2024,credit_card
14529,2453,Beauty,Lipstick,1,24.86,24.86,0%,28/07/2024,BANK_TRANSFER
14530,2520,Clothing,T-Shirt,2,492.79,985.58,10%,18/09/2024,paypal
14531,2153,Toys,Lego,1,173.52,173.52,10%,06/08/2023,Credit Card
14532,2859,Home & Kitchen,Vacuum Cleaner,7,159.43,1116.01,15%,23/03/2024,BANK_TRANSFER
14533,2174,Clothing,Jeans,2,453.45,906.9,15%,2024-07-08,credit_card
14534,2343,Beauty,Perfume,1,294.62,294.62,5%,06-21-2024,BANK_TRANSFER
14535,2670,Toys,Lego,6,111.36,668.16,10%,27/06/2023,BANK_TRANSFER
14536,2431,Books,Fiction,6,445.1,2670.6000000000004,10%,11-19-2023,Credit Card
14537,2727,Electronics,Headphones,10,496.71,4967.099999999999,15%,12/03/2025,Credit Card
14538,2689,Beauty,Foundation,2,47.91,,5%,22/09/2023,Credit Card
14539,2687,Books,Non-Fiction,1,431.81,431.81,0%,2023-04-30,paypal
14540,2852,Home & Kitchen,Vacuum Cleaner,10,198.31,1983.1,5%,2024-01-22,BANK_TRANSFER
14541,2850,Beauty,Foundation,3,264.42,793.26,15%,06/11/2023,BANK_TRANSFER
14542,2658,Books,Non-Fiction,10,457.83,4578.3,,2024-02-26,paypal
14543,2962,Beauty,Perfume,5,486.82,2434.1,10%,10/06/2024,credit_card
14544,2324,Clothing,T-Shirt,6,134.77,808.6200000000001,5%,05-03-2023,PayPal
14545,2990,Toys,Board Game,3,110.36,331.08,10%,19/06/2023,credit_card
14546,2673,Books,Comics,9,44.86,403.74,5%,10/07/2024,paypal
14547,2639,Toys,Lego,5,283.09,1415.4499999999998,10%,03/05/2024,BANK_TRANSFER
14548,2420,Clothing,T-Shirt,2,11.73,23.46,10%,04-30-2024,BANK_TRANSFER
14549,2594,Clothing,Jeans,10,208.89,2088.8999999999996,,08-06-2023,Credit Card
14550,2485,Toys,Doll,6,41.33,247.98,15%,09-15-2023,Credit Card
14551,2659,Books,Non-Fiction,8,205.59,1644.72,0%,05-08-2024,BANK_TRANSFER
14552,2751,Toys,Lego,6,24.77,148.62,5%,14/12/2024,BANK_TRANSFER
14553,2412,Toys,Doll,4,418.43,1673.72,5%,2024-12-05,bank transfer
14554,2936,Electronics,Smartphone,6,108.82,652.92,10%,11-02-2024,Credit Card
14555,2084,Books,Biography,8,167.51,1340.08,5%,2025-02-14,Credit Card
14556,2113,Electronics,Smartphone,8,435.67,3485.36,5%,2024-01-29,credit_card
14557,2737,Beauty,Perfume,10,374.4,3744.0,10%,22/09/2024,BANK_TRANSFER
14558,2332,Toys,Board Game,2,113.42,226.84,15%,16/06/2023,BANK_TRANSFER
14559,2378,Beauty,Perfume,8,40.59,324.72,10%,31/10/2023,paypal
14560,2755,Books,Biography,6,359.26,2155.56,5%,07/03/2024,credit_card
14561,2655,Toys,Board Game,2,198.4,396.8,5%,06/01/2024,PayPal
14562,2041,Beauty,Skincare Set,1,384.21,384.21,,06-28-2024,PayPal
14563,2935,Home & Kitchen,Blender,6,225.42,1352.52,10%,05-01-2024,PayPal
14564,2770,Clothing,T-Shirt,7,176.27,1233.89,5%,11-25-2023,bank transfer
14565,2959,Toys,Action Figure,10,228.35,2283.5,5%,2023-07-24,Credit Card
14566,2797,Clothing,T-Shirt,5,375.54,1877.7,10%,07-05-2024,PayPal
14567,2105,Electronics,Tablet,10,451.6,4516.0,15%,12-24-2024,paypal
14568,2202,Beauty,Lipstick,8,29.63,237.04,10%,18/07/2024,Credit Card
14569,2450,Electronics,Headphones,9,264.44,2379.96,10%,2023-08-06,Credit Card
14570,2819,Toys,Action Figure,4,21.25,85.0,10%,17/07/2023,PayPal
14571,2843,Clothing,T-Shirt,7,236.86,1658.02,0%,02-25-2025,Credit Card
14572,2973,Clothing,Sneakers,8,443.22,3545.76,10%,06/04/2023,credit_card
14573,2266,Beauty,Skincare Set,6,183.99,1103.94,5%,08-28-2024,credit_card
14574,2910,Toys,Doll,2,466.56,933.12,10%,2024-07-03,PayPal
14575,2210,Home & Kitchen,Vacuum Cleaner,7,317.15,2220.0499999999997,10%,2023-04-11,paypal
14576,2563,Home & Kitchen,Vacuum Cleaner,9,467.41,4206.6900000000005,10%,04-14-2023,Credit Card
14577,2118,Beauty,Perfume,5,379.8,1899.0,5%,2024-12-01,BANK_TRANSFER
14578,2713,Toys,Lego,2,56.2,112.4,10%,2024-03-23,PayPal
14579,2377,Beauty,Skincare Set,4,119.42,477.68,10%,21/12/2023,bank transfer
14580,2551,Toys,Lego,3,200.11,600.33,0%,2024-07-18,Credit Card
14581,2540,Electronics,Tablet,4,89.2,356.8,5%,04-26-2023,PayPal
14582,2771,Beauty,Perfume,10,249.98,2499.7999999999997,10%,06/05/2023,PayPal
14583,2084,Toys,Action Figure,7,238.33,1668.3100000000002,5%,11/07/2024,paypal
14584,2454,Home & Kitchen,Vacuum Cleaner,10,478.35,4783.5,10%,08-04-2023,BANK_TRANSFER
14585,2667,Toys,Lego,8,219.7,1757.6,5%,2024-08-13,Credit Card
14586,2629,Toys,Lego,1,393.89,393.89,5%,09-16-2023,PayPal
14587,2514,Beauty,Perfume,8,471.25,3770.0,10%,2024-09-27,PayPal
14588,2605,Electronics,Smartphone,5,439.11,2195.55,10%,04-28-2023,Credit Card
14589,2678,Electronics,Laptop,7,108.29,758.0300000000001,5%,07-09-2023,PayPal
14590,2387,Electronics,Headphones,1,250.53,250.53,0%,2023-11-06,PayPal
14591,2912,Electronics,Smartphone,2,177.13,354.26,10%,10-28-2023,PayPal
14592,2350,Books,Biography,1,202.93,202.93,10%,09-25-2023,credit_card
14593,2296,Beauty,Foundation,5,183.6,918.0,5%,08-31-2023,credit_card
14594,2258,Clothing,Jacket,6,414.05,2484.3,5%,2024-09-01,BANK_TRANSFER
14595,2081,Beauty,Foundation,10,228.81,2288.1,10%,30/03/2024,paypal
14596,2937,Books,Fiction,9,264.23,2378.07,10%,08-12-2023,Credit Card
14597,2268,Electronics,Smartphone,8,491.31,3930.48,10%,10-29-2024,paypal
14598,2419,Books,Fiction,7,34.69,242.82999999999998,10%,27/04/2024,paypal
14599,2235,Home & Kitchen,Microwave,5,246.54,1232.7,5%,2023-08-22,credit_card
14600,2833,Home & Kitchen,Cookware,3,388.16,1164.48,10%,09-26-2023,BANK_TRANSFER
14601,2311,Beauty,Perfume,9,79.83,718.47,15%,20/02/2025,paypal
14602,2813,Beauty,Skincare Set,5,307.71,1538.55,,11-10-2023,paypal
14603,2975,Clothing,Jacket,3,123.54,370.62,15%,06-18-2024,PayPal
14604,2986,Clothing,T-Shirt,3,434.37,1303.1100000000001,5%,2023-03-30,Credit Card
14605,2357,Home & Kitchen,Microwave,3,166.91,500.73,15%,05/12/2023,BANK_TRANSFER
14606,2213,Electronics,Laptop,6,167.89,1007.3399999999999,5%,11-23-2023,Credit Card
14607,2574,Books,Fiction,1,301.11,301.11,0%,02/01/2024,credit_card
14608,2049,Clothing,Jeans,4,95.86,383.44,15%,2024-01-23,paypal
14609,2127,Toys,Lego,8,146.02,1168.16,15%,06-24-2024,paypal
14610,2223,Clothing,Sneakers,3,211.23,633.6899999999999,10%,2024-03-16,bank transfer
14611,2921,Electronics,Headphones,5,180.05,900.25,5%,2023-06-13,Credit Card
14612,2279,Electronics,Laptop,2,264.81,529.62,5%,05/06/2023,credit_card
14613,2408,Beauty,Skincare Set,2,301.82,603.64,10%,29/04/2024,bank transfer
14614,2505,Books,Comics,7,285.5,1998.5,5%,17/07/2024,bank transfer
14615,2294,Electronics,Headphones,10,328.81,3288.1,5%,01/08/2024,PayPal
14616,2796,Clothing,Sneakers,3,157.34,472.02,5%,2023-10-03,bank transfer
14617,2277,Clothing,Jeans,5,67.58,337.9,,11-19-2023,bank transfer
14618,2438,Home & Kitchen,Vacuum Cleaner,3,381.6,1144.8000000000002,10%,22/12/2024,PayPal
14619,2107,Electronics,Laptop,6,426.14,2556.84,10%,2024-01-12,paypal
14620,2658,Toys,Board Game,10,132.22,1322.2,0%,2023-12-31,paypal
14621,2420,Beauty,Skincare Set,3,206.51,619.53,,2023-09-15,BANK_TRANSFER
14622,2611,Books,Fiction,8,251.79,2014.32,5%,28/02/2025,bank transfer
14623,2429,Toys,Doll,2,269.0,538.0,10%,08-18-2023,Credit Card
14624,2375,Beauty,Perfume,3,331.45,994.3499999999999,5%,24/02/2024,paypal
14625,2073,Clothing,Jeans,8,25.59,204.72,10%,2024-06-09,credit_card
14626,2949,Toys,Lego,8,362.13,2897.04,0%,08-23-2024,Credit Card
14627,2998,Beauty,Skincare Set,1,35.68,35.68,15%,03/12/2023,BANK_TRANSFER
14628,2634,Clothing,Jacket,8,236.8,1894.4,10%,03-06-2025,bank transfer
14629,2030,Clothing,T-Shirt,10,414.7,4147.0,0%,04-29-2023,PayPal
14630,2188,Clothing,Sneakers,2,228.35,456.7,15%,2024-12-20,BANK_TRANSFER
14631,2364,Clothing,Jeans,7,78.8,551.6,,2024-09-04,Credit Card
14632,2866,Clothing,Sneakers,6,492.59,2955.54,,08-19-2023,PayPal
14633,2800,Home & Kitchen,Vacuum Cleaner,2,445.2,890.4,10%,2023-11-14,credit_card
14634,2451,Toys,Action Figure,5,386.8,1934.0,10%,2023-07-02,PayPal
14635,2195,Beauty,Foundation,7,208.7,1460.8999999999999,5%,08-15-2023,PayPal
14636,2156,Home & Kitchen,Vacuum Cleaner,8,96.0,768.0,,2024-04-17,credit_card
14637,2172,Home & Kitchen,Vacuum Cleaner,3,471.0,1413.0,,11/06/2023,paypal
14638,2847,Electronics,Headphones,1,268.51,268.51,5%,2023-09-24,paypal
14639,2041,Electronics,Laptop,7,426.92,2988.44,10%,2024-01-24,PayPal
14640,2063,Electronics,Tablet,5,174.34,871.7,10%,20/05/2024,PayPal
14641,2023,Books,Biography,5,170.97,854.85,15%,2024-03-11,BANK_TRANSFER
14642,2360,Electronics,Smartphone,7,492.84,3449.8799999999997,5%,07/02/2025,paypal
14643,2075,Beauty,Perfume,1,263.31,263.31,5%,22/03/2024,credit_card
14644,2560,Home & Kitchen,Microwave,8,74.64,597.12,5%,05/10/2024,bank transfer
14645,2672,Beauty,Lipstick,10,113.74,1137.3999999999999,15%,2024-08-16,bank transfer
14646,2825,Toys,Doll,5,243.56,1217.8,0%,05/02/2025,PayPal
14647,2118,Electronics,Headphones,8,26.02,208.16,5%,04/01/2025,PayPal
14648,2612,Books,Comics,10,233.95,2339.5,10%,10-11-2023,bank transfer
14649,2380,Toys,Board Game,10,212.38,2123.8,15%,2023-05-20,BANK_TRANSFER
14650,2929,Books,Biography,5,390.77,1953.85,,02-12-2024,BANK_TRANSFER
14651,2920,Toys,Board Game,7,180.7,1264.8999999999999,5%,2024-10-28,BANK_TRANSFER
14652,2679,Home & Kitchen,Vacuum Cleaner,10,491.36,4913.6,10%,2024-03-19,Credit Card
14653,2290,Beauty,Foundation,3,94.48,283.44,10%,05-31-2023,credit_card
14654,2440,Clothing,T-Shirt,2,297.54,595.08,10%,2024-11-08,Credit Card
14655,2668,Beauty,Lipstick,6,49.4,296.4,10%,25/06/2023,PayPal
14656,2933,Electronics,Tablet,5,368.26,1841.3,5%,24/11/2023,BANK_TRANSFER
14657,2007,Clothing,Sneakers,9,497.4,4476.599999999999,10%,28/07/2024,BANK_TRANSFER
14658,2196,Books,Biography,10,410.47,4104.700000000001,15%,09-11-2024,bank transfer
