Transaction_ID,Customer_ID,Region,Product_Category,Product_Name,Quantity,Unit_Price ($),Total_Sales ($),Transaction_Date,Payment_Method
17280,4832,South,Home & Kitchen,Vacuum Cleaner,2,490.81,981.62,2023-05-18,Credit Card
17281,4722,West,Home & Kitchen,Blender,6,96.08,576.48,2024-11-24,Bank Transfer
17282,3533,South,Beauty,Skincare Set,7,141.34,989.38,2023-09-05,Credit Card
17283,2238,West,Home & Kitchen,Blender,9,477.45,4297.05,2023-08-02,Bank Transfer
17284,3158,South,Beauty,Perfume,5,97.34,486.7,2023-12-13,Bank Transfer
17285,3997,North,Beauty,Foundation,4,89.2,356.8,2023-08-08,PayPal
17286,3216,South,Books,Fiction,1,403.25,403.25,2024-01-21,PayPal
17287,2278,South,Toys,Board Game,6,129.39,776.34,2023-08-04,Credit Card
17288,2524,South,Electronics,Smartphone,8,51.89,415.12,2024-06-14,Credit Card
17289,2180,East,Beauty,Skincare Set,4,117.19,468.76,2024-01-01,Credit Card
17290,2123,West,Home & Kitchen,Vacuum Cleaner,1,444.74,444.74,2024-11-19,PayPal
17291,3270,North,Beauty,Skincare Set,5,143.76,718.8,2024-12-15,Bank Transfer
17292,3758,West,Beauty,Lipstick,10,349.05,3490.5,2024-05-10,Credit Card
17293,3095,West,Beauty,Lipstick,5,200.59,1002.95,2024-03-03,Bank Transfer
17294,2480,North,Clothing,Jeans,2,134.75,269.5,2023-07-08,Bank Transfer
17295,3798,East,Clothing,Jacket,6,76.3,457.8,2023-04-10,PayPal
17296,4132,South,Clothing,Jacket,10,486.23,4862.3,2024-07-07,PayPal
17297,4613,East,Clothing,Jeans,9,262.95,2366.55,2024-07-06,Bank Transfer
17298,4667,East,Books,Fiction,6,61.8,370.8,2024-01-04,Credit Card
17299,4405,South,Beauty,Lipstick,8,103.41,827.28,2023-03-20,PayPal
17300,2816,West,Books,Biography,10,206.61,2066.1,2024-01-17,Bank Transfer
17301,4695,South,Home & Kitchen,Microwave,3,274.36,823.08,2024-02-24,PayPal
17302,2443,North,Toys,Action Figure,10,94.99,949.9,2024-04-06,Bank Transfer
17303,4571,South,Electronics,Tablet,2,142.48,284.96,2024-12-11,PayPal
17304,2143,West,Books,Non-Fiction,4,392.93,1571.72,2023-12-08,Credit Card
17305,2192,East,Clothing,T-Shirt,9,211.65,1904.85,2024-11-16,Credit Card
17306,3411,East,Clothing,Jacket,9,5.69,51.21,2023-04-18,PayPal
17307,2378,South,Home & Kitchen,Cookware,3,31.7,95.1,2025-02-08,PayPal
17308,4629,North,Beauty,Lipstick,1,222.47,222.47,2024-05-25,PayPal
17309,2535,West,Electronics,Headphones,1,34.76,34.76,2025-01-03,Credit Card
17310,3717,East,Books,Biography,4,91.08,364.32,2023-11-29,PayPal
17311,3033,South,Beauty,Lipstick,4,365.3,1461.2,2024-12-31,Credit Card
17312,3411,North,Beauty,Skincare Set,10,242.79,2427.9,2024-07-01,PayPal
17313,4141,North,Toys,Lego,6,243.82,1462.92,2023-04-16,PayPal
17314,3990,East,Toys,Board Game,5,301.12,1505.6,2023-12-01,Bank Transfer
17315,4577,East,Books,Biography,6,395.32,2371.92,2023-11-08,Credit Card
17316,3178,West,Books,Non-Fiction,10,83.5,835.0,2024-04-14,PayPal
17317,2405,North,Books,Non-Fiction,7,90.66,634.62,2024-10-05,Credit Card
17318,4888,West,Books,Biography,7,65.09,455.63,2023-07-01,Bank Transfer
17319,3173,North,Clothing,Sneakers,10,468.73,4687.3,2023-10-24,Credit Card
17320,2889,North,Beauty,Lipstick,10,290.76,2907.6,2025-02-22,Credit Card
17321,2422,South,Beauty,Perfume,9,50.86,457.74,2024-04-27,Credit Card
17322,3642,East,Clothing,Sneakers,6,114.22,685.32,2023-09-14,Credit Card
17323,2472,North,Beauty,Foundation,8,364.17,2913.36,2024-06-01,Credit Card
17324,4941,West,Books,Biography,2,19.35,38.7,2023-08-18,Credit Card
17325,2547,East,Electronics,Tablet,8,364.2,2913.6,2023-08-14,Credit Card
17326,2631,West,Toys,Lego,9,456.17,4105.53,2023-06-15,PayPal
17327,3038,East,Toys,Doll,4,32.91,131.64,2023-07-09,PayPal
17328,4826,East,Beauty,Perfume,5,97.28,486.4,2024-12-18,Credit Card
17329,3830,North,Electronics,Laptop,5,6.18,30.9,2023-05-08,Credit Card
17330,2364,South,Toys,Board Game,2,58.97,117.94,2024-02-11,PayPal
17331,4167,North,Electronics,Laptop,5,310.41,1552.05,2023-07-17,Bank Transfer
17332,2546,East,Clothing,Jacket,9,27.18,244.62,2023-11-05,PayPal
17333,4570,North,Home & Kitchen,Blender,4,215.79,863.16,2023-09-26,Bank Transfer
17334,2634,North,Beauty,Foundation,10,254.18,2541.8,2024-11-26,Credit Card
17335,3937,East,Clothing,T-Shirt,3,453.78,1361.34,2024-03-29,Credit Card
17336,3681,East,Clothing,Jacket,7,239.77,1678.39,2024-02-16,PayPal
17337,2963,North,Electronics,Smartphone,8,75.56,604.48,2023-11-24,PayPal
17338,2883,North,Beauty,Lipstick,10,148.2,1482.0,2023-10-07,PayPal
17339,4828,North,Clothing,Sneakers,6,337.74,2026.44,2023-09-21,Credit Card
17340,2871,West,Books,Biography,6,60.5,363.0,2024-10-28,PayPal
17341,2516,North,Clothing,Sneakers,5,119.71,598.55,2024-12-16,PayPal
17342,4986,West,Books,Comics,6,497.91,2987.46,2025-02-17,Bank Transfer
17343,3421,South,Home & Kitchen,Microwave,9,7.74,69.66,2023-05-05,Credit Card
17344,2866,West,Books,Non-Fiction,2,80.33,160.66,2024-02-03,Credit Card
17345,4154,North,Books,Comics,10,422.62,4226.2,2024-05-12,Credit Card
17346,3109,South,Electronics,Headphones,3,55.18,165.54,2023-12-20,PayPal
17347,2214,West,Clothing,Jeans,1,21.65,21.65,2023-05-10,Credit Card
17348,4898,West,Home & Kitchen,Blender,4,65.05,260.2,2024-01-10,PayPal
17349,4245,East,Clothing,Sneakers,2,348.33,696.66,2024-02-06,Bank Transfer
17350,2019,South,Books,Biography,6,496.59,2979.54,2023-12-07,Credit Card
17351,2642,East,Toys,Doll,1,297.36,297.36,2023-07-20,Bank Transfer
17352,3105,South,Books,Non-Fiction,8,66.54,532.32,2023-08-02,Bank Transfer
17353,2330,West,Clothing,Jacket,10,95.97,959.7,2025-02-27,Credit Card
17354,2866,East,Home & Kitchen,Vacuum Cleaner,6,271.15,1626.9,2025-02-17,Credit Card
17355,2774,North,Toys,Doll,9,359.25,3233.25,2024-12-30,PayPal
17356,2392,West,Home & Kitchen,Blender,6,333.14,1998.84,2025-02-24,Bank Transfer
17357,2637,South,Electronics,Laptop,10,289.49,2894.9,2023-06-12,Bank Transfer
17358,4355,South,Books,Comics,7,493.2,3452.4,2024-08-19,PayPal
17359,4943,East,Books,Comics,5,103.03,515.15,2024-09-30,Credit Card
17360,4700,East,Electronics,Tablet,8,90.59,724.72,2023-07-24,Bank Transfer
17361,4889,South,Clothing,T-Shirt,8,430.24,3441.92,2023-08-01,PayPal
17362,3026,West,Books,Comics,10,148.96,1489.6,2023-10-07,Bank Transfer
17363,4568,East,Clothing,Sneakers,9,169.6,1526.4,2024-12-02,Bank Transfer
17364,3675,North,Home & Kitchen,Vacuum Cleaner,6,276.59,1659.54,2023-03-25,PayPal
17365,4684,South,Toys,Lego,1,193.73,193.73,2023-05-16,Bank Transfer
17366,2740,North,Toys,Board Game,9,147.38,1326.42,2025-02-26,PayPal
17367,3546,South,Toys,Doll,3,459.0,1377.0,2023-11-03,PayPal
17368,2469,North,Beauty,Perfume,9,68.99,620.91,2023-10-13,Bank Transfer
17369,4260,West,Electronics,Tablet,7,205.12,1435.84,2023-05-10,Bank Transfer
17370,3136,South,Toys,Action Figure,3,6.47,19.41,2024-08-31,Credit Card
17371,3032,West,Books,Fiction,9,404.69,3642.21,2024-05-07,Credit Card
17372,4852,East,Electronics,Laptop,7,88.37,618.59,2024-12-12,Bank Transfer
17373,4525,South,Home & Kitchen,Blender,7,387.63,2713.41,2023-05-01,Credit Card
17374,2874,West,Home & Kitchen,Cookware,7,78.56,549.92,2023-08-05,Credit Card
17375,2460,North,Home & Kitchen,Vacuum Cleaner,2,211.29,422.58,2023-11-01,PayPal
17376,4301,West,Home & Kitchen,Vacuum Cleaner,4,365.45,1461.8,2025-03-17,Bank Transfer
17377,3550,South,Beauty,Lipstick,10,139.05,1390.5,2023-06-21,Credit Card
17378,2752,West,Clothing,T-Shirt,8,160.39,1283.12,2023-10-22,Credit Card
17379,3462,North,Clothing,Jeans,2,335.32,670.64,2024-01-09,Credit Card
17380,3778,North,Toys,Lego,4,97.91,391.64,2024-03-30,Bank Transfer
17381,2854,North,Beauty,Perfume,10,476.13,4761.3,2024-10-01,PayPal
17382,4284,East,Clothing,Jeans,8,98.45,787.6,2024-12-30,Bank Transfer
17383,3330,South,Home & Kitchen,Microwave,3,376.25,1128.75,2024-11-27,PayPal
17384,2478,North,Clothing,Jeans,6,402.29,2413.74,2023-12-04,Credit Card
17385,4727,East,Electronics,Laptop,2,190.31,380.62,2024-02-22,Bank Transfer
17386,4264,North,Toys,Doll,8,82.34,658.72,2024-06-05,PayPal
17387,4903,West,Clothing,Jacket,8,87.12,696.96,2025-01-05,Credit Card
17388,2135,South,Electronics,Tablet,1,492.8,492.8,2024-03-05,Credit Card
17389,4953,West,Books,Comics,3,364.08,1092.24,2025-03-06,Bank Transfer
17390,3153,East,Electronics,Tablet,2,227.77,455.54,2024-01-29,PayPal
17391,2410,West,Electronics,Tablet,7,132.39,926.73,2024-06-09,Credit Card
17392,3446,West,Home & Kitchen,Cookware,7,14.36,100.52,2025-03-08,Credit Card
17393,3318,North,Home & Kitchen,Cookware,4,336.88,1347.52,2024-05-19,Credit Card
17394,3270,West,Toys,Board Game,8,478.67,3829.36,2024-10-29,PayPal
17395,3580,North,Home & Kitchen,Cookware,3,57.89,173.67,2024-05-09,PayPal
17396,2086,North,Electronics,Headphones,9,378.47,3406.23,2023-07-19,Credit Card
17397,4604,South,Beauty,Perfume,5,80.85,404.25,2023-04-26,PayPal
17398,3866,East,Home & Kitchen,Blender,2,397.09,794.18,2024-04-13,Credit Card
17399,3470,East,Home & Kitchen,Microwave,9,188.43,1695.87,2024-04-29,Credit Card
17400,2378,East,Electronics,Tablet,1,357.47,357.47,2024-04-07,PayPal
17401,3681,North,Books,Biography,8,463.51,3708.08,2023-11-09,PayPal
17402,3075,East,Books,Biography,6,311.97,1871.82,2025-03-17,Bank Transfer
17403,2242,North,Clothing,Jacket,1,460.75,460.75,2023-05-21,Bank Transfer
17404,2920,South,Toys,Action Figure,4,121.34,485.36,2023-06-21,PayPal
17405,3587,East,Books,Non-Fiction,3,489.18,1467.54,2023-12-06,PayPal
17406,4314,North,Home & Kitchen,Microwave,7,437.06,3059.42,2023-11-04,PayPal
17407,4760,East,Beauty,Skincare Set,7,58.25,407.75,2023-11-02,PayPal
17408,3272,East,Clothing,T-Shirt,6,209.7,1258.2,2023-07-03,Credit Card
17409,2070,South,Toys,Lego,10,463.88,4638.8,2024-08-27,Credit Card
17410,4105,West,Beauty,Skincare Set,10,43.67,436.7,2024-11-04,Bank Transfer
17411,3406,East,Beauty,Lipstick,8,229.61,1836.88,2024-03-03,PayPal
17412,4087,South,Home & Kitchen,Cookware,7,363.18,2542.26,2023-07-01,Bank Transfer
17413,4008,East,Electronics,Laptop,4,21.56,86.24,2024-11-10,PayPal
17414,2801,East,Electronics,Headphones,7,377.65,2643.55,2023-11-21,PayPal
17415,3042,East,Electronics,Headphones,1,183.8,183.8,2024-03-25,PayPal
17416,4780,East,Books,Biography,3,128.44,385.32,2023-09-19,Credit Card
17417,2825,West,Electronics,Headphones,2,290.11,580.22,2024-12-01,Bank Transfer
17418,2756,West,Toys,Board Game,7,274.44,1921.08,2024-02-04,PayPal
17419,4400,East,Home & Kitchen,Microwave,9,437.6,3938.4,2025-01-07,Bank Transfer
17420,3996,East,Books,Non-Fiction,5,339.62,1698.1,2023-06-13,Bank Transfer
17421,3840,South,Toys,Action Figure,9,213.82,1924.38,2024-01-05,Credit Card
17422,3322,South,Electronics,Headphones,8,326.82,2614.56,2024-11-08,Credit Card
17423,4331,North,Toys,Board Game,1,376.32,376.32,2025-02-06,PayPal
17424,3610,West,Beauty,Perfume,2,468.98,937.96,2023-05-15,Bank Transfer
17425,2110,East,Home & Kitchen,Blender,6,353.61,2121.66,2024-05-18,Credit Card
17426,3017,West,Home & Kitchen,Cookware,5,274.22,1371.1,2024-07-25,Bank Transfer
17427,3962,South,Toys,Doll,7,189.63,1327.41,2023-08-17,Bank Transfer
17428,4592,West,Clothing,Sneakers,9,446.28,4016.52,2024-04-07,PayPal
17429,3770,West,Home & Kitchen,Vacuum Cleaner,4,397.3,1589.2,2024-10-17,Bank Transfer
17430,2025,East,Beauty,Lipstick,8,43.2,345.6,2024-05-04,Credit Card
17431,2843,East,Home & Kitchen,Microwave,4,351.27,1405.08,2023-06-14,PayPal
17432,4839,South,Clothing,Jacket,3,271.68,815.04,2024-07-24,PayPal
17433,2738,East,Home & Kitchen,Cookware,2,56.3,112.6,2024-03-20,PayPal
17434,4105,South,Home & Kitchen,Cookware,8,284.66,2277.28,2024-01-11,Credit Card
17435,2180,South,Clothing,Sneakers,8,100.29,802.32,2024-07-25,PayPal
17436,2232,North,Home & Kitchen,Blender,3,355.53,1066.59,2024-09-07,Bank Transfer
17437,3918,North,Toys,Lego,1,142.84,142.84,2023-09-27,PayPal
17438,2343,North,Books,Comics,6,79.42,476.52,2023-09-12,Credit Card
17439,2477,West,Toys,Doll,5,45.58,227.9,2024-09-09,Credit Card
17440,3823,North,Home & Kitchen,Cookware,8,247.95,1983.6,2023-07-16,PayPal
17441,4624,East,Electronics,Headphones,6,103.82,622.92,2023-07-12,Bank Transfer
17442,2455,East,Electronics,Tablet,4,428.29,1713.16,2025-01-17,Credit Card
17443,3256,North,Books,Fiction,10,6.49,64.9,2025-01-18,Credit Card
17444,2289,West,Home & Kitchen,Blender,10,422.6,4226.0,2023-04-29,Credit Card
17445,3237,South,Beauty,Lipstick,2,262.94,525.88,2023-03-29,PayPal
17446,4306,West,Home & Kitchen,Microwave,8,461.46,3691.68,2023-10-08,Credit Card
17447,2530,West,Electronics,Tablet,5,106.28,531.4,2024-04-30,Credit Card
17448,4735,South,Clothing,Sneakers,8,55.63,445.04,2024-01-03,Credit Card
17449,4977,South,Books,Fiction,5,314.35,1571.75,2023-12-12,PayPal
17450,4277,South,Clothing,Jeans,6,354.83,2128.98,2023-10-11,Credit Card
17451,2596,East,Beauty,Foundation,10,189.43,1894.3,2024-05-18,Credit Card
17452,2435,South,Home & Kitchen,Cookware,5,11.77,58.85,2023-07-26,PayPal
17453,2882,South,Beauty,Lipstick,3,206.45,619.35,2023-06-19,PayPal
17454,3782,West,Clothing,Sneakers,10,120.72,1207.2,2024-02-05,Bank Transfer
17455,2402,West,Home & Kitchen,Blender,8,177.0,1416.0,2025-02-18,Credit Card
17456,4670,North,Toys,Action Figure,3,255.84,767.52,2024-11-27,PayPal
17457,4136,West,Toys,Lego,4,352.66,1410.64,2024-09-05,Bank Transfer
17458,4632,South,Beauty,Skincare Set,6,481.8,2890.8,2025-02-19,Credit Card
17459,3566,East,Toys,Board Game,2,76.28,152.56,2023-08-06,PayPal
17460,2309,West,Toys,Action Figure,7,341.55,2390.85,2023-07-26,PayPal
17461,4954,West,Electronics,Headphones,5,120.44,602.2,2024-04-19,Credit Card
17462,2343,South,Toys,Doll,10,114.25,1142.5,2024-05-05,Credit Card
17463,2436,West,Electronics,Smartphone,5,318.61,1593.05,2023-04-04,Bank Transfer
17464,2177,West,Books,Biography,5,389.12,1945.6,2023-07-25,Credit Card
17465,2139,South,Electronics,Smartphone,2,489.0,978.0,2023-10-04,Credit Card
17466,2194,West,Electronics,Laptop,10,385.57,3855.7,2024-03-10,Credit Card
17467,3185,East,Clothing,Jeans,9,82.87,745.83,2024-08-30,PayPal
17468,2943,North,Electronics,Laptop,3,116.57,349.71,2024-09-25,Bank Transfer
17469,2525,West,Electronics,Headphones,7,381.89,2673.23,2024-09-29,Bank Transfer
17470,3625,East,Clothing,Jacket,5,265.86,1329.3,2024-06-18,Bank Transfer
17471,4963,West,Electronics,Smartphone,10,151.23,1512.3,2023-06-17,PayPal
17472,4258,North,Toys,Board Game,10,238.53,2385.3,2023-12-07,Credit Card
17473,2741,South,Electronics,Smartphone,5,457.87,2289.35,2023-05-20,PayPal
17474,2862,North,Books,Fiction,4,379.02,1516.08,2024-11-19,Bank Transfer
17475,2954,West,Electronics,Headphones,10,228.1,2281.0,2023-11-05,Credit Card
17476,3303,North,Electronics,Headphones,6,490.37,2942.22,2025-01-14,Credit Card
17477,3275,North,Books,Biography,7,398.46,2789.22,2024-09-07,Bank Transfer
17478,3744,South,Clothing,Jeans,7,7.91,55.37,2023-06-12,Credit Card
17479,4881,West,Toys,Board Game,8,60.62,484.96,2023-09-09,PayPal
17480,4188,North,Electronics,Headphones,5,279.21,1396.05,2024-07-23,Bank Transfer
17481,2792,North,Toys,Doll,7,178.23,1247.61,2024-10-23,PayPal
17482,2546,South,Beauty,Foundation,4,407.22,1628.88,2023-08-16,Credit Card
17483,3845,East,Toys,Action Figure,9,448.37,4035.33,2023-10-01,Bank Transfer
17484,3017,West,Clothing,Jacket,5,124.12,620.6,2023-06-06,Credit Card
17485,3928,East,Clothing,Sneakers,3,382.83,1148.49,2024-01-09,Bank Transfer
17486,3554,East,Electronics,Tablet,5,270.02,1350.1,2024-07-14,Bank Transfer
17487,2057,South,Books,Fiction,9,199.02,1791.18,2024-12-12,Bank Transfer
17488,4160,South,Clothing,T-Shirt,8,394.46,3155.68,2023-03-28,Bank Transfer
17489,2005,West,Books,Comics,1,284.64,284.64,2024-08-17,Bank Transfer
17490,3438,East,Beauty,Skincare Set,5,319.47,1597.35,2024-01-24,Credit Card
17491,3363,North,Books,Fiction,6,35.82,214.92,2024-03-26,Bank Transfer
17492,3821,East,Home & Kitchen,Blender,10,295.01,2950.1,2023-09-08,PayPal
17493,3283,South,Books,Biography,2,153.85,307.7,2025-02-11,Bank Transfer
17494,4138,North,Clothing,Jacket,6,249.18,1495.08,2024-08-13,PayPal
17495,4664,North,Books,Comics,9,114.9,1034.1,2023-12-20,Credit Card
17496,4939,South,Books,Fiction,4,309.17,1236.68,2023-11-15,Bank Transfer
17497,4746,North,Home & Kitchen,Microwave,3,78.0,234.0,2023-12-12,Bank Transfer
17498,3274,East,Home & Kitchen,Cookware,9,65.84,592.56,2025-01-06,PayPal
17499,4946,South,Electronics,Tablet,2,98.26,196.52,2023-12-29,Bank Transfer
17500,3132,West,Clothing,Jacket,9,409.64,3686.76,2023-12-09,Credit Card
17501,2668,South,Electronics,Laptop,10,21.6,216.0,2024-05-22,Credit Card
17502,4642,West,Home & Kitchen,Cookware,2,366.14,732.28,2024-12-04,Bank Transfer
17503,4637,West,Books,Comics,10,32.97,329.7,2024-09-20,PayPal
17504,4533,South,Home & Kitchen,Blender,3,297.97,893.91,2024-01-29,Credit Card
17505,3282,South,Beauty,Skincare Set,7,387.91,2715.37,2023-05-05,Bank Transfer
17506,4687,West,Books,Non-Fiction,2,119.38,238.76,2024-05-14,PayPal
17507,2997,West,Electronics,Headphones,1,101.99,101.99,2023-08-16,PayPal
17508,3927,North,Books,Fiction,9,148.14,1333.26,2023-11-01,Credit Card
17509,2282,South,Beauty,Foundation,6,351.31,2107.86,2023-11-15,Bank Transfer
17510,3228,South,Home & Kitchen,Vacuum Cleaner,9,131.14,1180.26,2025-03-01,Credit Card
17511,4064,North,Clothing,Jacket,3,253.38,760.14,2024-09-09,PayPal
17512,2936,South,Toys,Lego,3,71.56,214.68,2024-10-04,Credit Card
17513,2254,North,Clothing,Jeans,10,233.29,2332.9,2023-03-24,Bank Transfer
17514,3212,North,Clothing,Jeans,3,314.24,942.72,2024-03-14,Credit Card
17515,2329,South,Home & Kitchen,Cookware,2,40.55,81.1,2024-06-24,PayPal
17516,4592,East,Clothing,Sneakers,6,408.63,2451.78,2025-02-20,Credit Card
17517,4831,West,Beauty,Skincare Set,3,469.03,1407.09,2024-03-09,PayPal
17518,3421,South,Home & Kitchen,Blender,5,100.81,504.05,2023-12-01,PayPal
17519,3541,East,Clothing,Jacket,5,380.92,1904.6,2023-11-10,PayPal
17520,4893,North,Toys,Doll,10,160.17,1601.7,2024-03-23,Credit Card
17521,3193,East,Electronics,Tablet,3,339.98,1019.94,2023-08-21,Bank Transfer
17522,3717,South,Home & Kitchen,Cookware,3,156.81,470.43,2023-08-27,PayPal
17523,4414,South,Home & Kitchen,Blender,1,431.86,431.86,2023-06-02,Credit Card
17524,3202,East,Books,Comics,6,176.82,1060.92,2024-12-02,PayPal
17525,2655,South,Clothing,Jeans,3,425.17,1275.51,2023-05-16,Credit Card
17526,3386,West,Electronics,Smartphone,1,384.24,384.24,2023-11-14,PayPal
17527,2760,East,Toys,Lego,10,102.18,1021.8,2023-09-24,Credit Card
17528,4687,North,Beauty,Lipstick,9,82.69,744.21,2025-01-25,PayPal
17529,3799,East,Home & Kitchen,Blender,1,390.93,390.93,2024-02-29,PayPal
17530,3064,East,Beauty,Skincare Set,5,198.2,991.0,2024-01-30,PayPal
17531,4972,East,Beauty,Foundation,5,474.95,2374.75,2023-05-24,Bank Transfer
17532,2416,East,Beauty,Foundation,2,471.76,943.52,2024-05-27,Credit Card
17533,2255,North,Books,Biography,1,348.27,348.27,2023-11-27,Bank Transfer
17534,3167,North,Beauty,Perfume,6,252.79,1516.74,2024-06-01,Credit Card
17535,3877,North,Clothing,Jacket,7,101.51,710.57,2024-02-09,PayPal
17536,4758,East,Clothing,T-Shirt,9,441.78,3976.02,2023-12-14,Credit Card
17537,4625,West,Electronics,Smartphone,8,45.59,364.72,2023-12-26,Credit Card
17538,2900,West,Electronics,Tablet,10,188.32,1883.2,2024-11-12,PayPal
17539,4059,North,Toys,Doll,3,163.01,489.03,2024-01-26,PayPal
17540,2026,West,Beauty,Perfume,9,479.42,4314.78,2023-06-11,PayPal
17541,2421,West,Beauty,Skincare Set,1,63.47,63.47,2023-09-27,Credit Card
17542,3245,West,Books,Biography,6,445.62,2673.72,2025-03-17,PayPal
17543,3877,West,Beauty,Lipstick,10,230.94,2309.4,2023-06-29,PayPal
17544,4544,West,Beauty,Foundation,2,28.51,57.02,2023-05-24,Credit Card
17545,3261,South,Beauty,Foundation,10,365.79,3657.9,2024-05-17,Bank Transfer
17546,4285,North,Home & Kitchen,Microwave,9,54.94,494.46,2024-10-17,Credit Card
17547,3009,East,Home & Kitchen,Microwave,9,122.32,1100.88,2023-10-23,Credit Card
17548,2219,West,Books,Non-Fiction,8,400.87,3206.96,2024-07-01,Credit Card
17549,3511,South,Books,Comics,7,81.59,571.13,2024-05-16,PayPal
17550,3960,East,Clothing,Jeans,6,166.11,996.66,2025-02-26,Credit Card
17551,4509,South,Books,Fiction,2,183.69,367.38,2025-02-16,Bank Transfer
17552,2663,West,Toys,Board Game,4,296.46,1185.84,2024-03-29,Credit Card
17553,4683,West,Clothing,Sneakers,10,396.02,3960.2,2024-08-20,Credit Card
17554,2990,West,Beauty,Foundation,7,119.25,834.75,2023-07-06,PayPal
17555,2189,West,Books,Non-Fiction,6,106.86,641.16,2025-03-01,PayPal
17556,2255,East,Toys,Lego,9,114.84,1033.56,2024-03-20,Bank Transfer
17557,2068,East,Books,Biography,5,193.9,969.5,2023-10-04,Credit Card
17558,2616,South,Books,Biography,6,269.88,1619.28,2024-11-29,Credit Card
17559,4384,North,Clothing,T-Shirt,10,11.66,116.6,2023-12-17,Credit Card
17560,4719,West,Clothing,T-Shirt,6,391.25,2347.5,2025-01-30,Credit Card
17561,4869,South,Electronics,Headphones,8,463.72,3709.76,2024-07-18,Credit Card
17562,2874,South,Clothing,Jacket,8,422.54,3380.32,2023-11-22,Credit Card
17563,4348,South,Clothing,T-Shirt,6,23.41,140.46,2024-01-29,PayPal
17564,3626,West,Home & Kitchen,Blender,8,264.63,2117.04,2025-01-08,Bank Transfer
17565,2357,West,Books,Comics,7,407.94,2855.58,2025-02-09,Credit Card
17566,2256,South,Clothing,Jacket,1,175.34,175.34,2024-10-10,Credit Card
17567,3008,West,Books,Comics,5,449.03,2245.15,2025-01-20,PayPal
17568,4401,South,Books,Biography,10,444.01,4440.1,2024-12-31,Credit Card
17569,3756,East,Home & Kitchen,Vacuum Cleaner,10,75.14,751.4,2023-11-22,PayPal
17570,4572,West,Books,Comics,10,249.35,2493.5,2024-05-21,Bank Transfer
17571,4998,East,Toys,Lego,5,17.71,88.55,2024-06-09,Credit Card
17572,4804,North,Clothing,Jacket,10,144.52,1445.2,2024-01-16,Bank Transfer
17573,2284,West,Books,Fiction,9,406.88,3661.92,2023-09-23,Credit Card
17574,2099,North,Electronics,Laptop,7,487.69,3413.83,2023-11-15,Bank Transfer
17575,2197,South,Electronics,Laptop,7,457.1,3199.7,2023-10-11,Bank Transfer
17576,4530,West,Home & Kitchen,Microwave,10,26.08,260.8,2023-11-05,Credit Card
17577,2878,West,Toys,Board Game,2,463.73,927.46,2024-07-18,Bank Transfer
17578,3869,West,Clothing,Jacket,8,412.21,3297.68,2024-05-11,PayPal
17579,4663,North,Home & Kitchen,Vacuum Cleaner,3,434.51,1303.53,2023-06-08,PayPal
17580,4666,North,Electronics,Headphones,9,457.84,4120.56,2024-06-16,Bank Transfer
17581,3389,South,Toys,Lego,6,246.65,1479.9,2024-09-07,Bank Transfer
17582,4416,East,Clothing,Jeans,9,109.55,985.95,2024-02-06,PayPal
17583,2570,East,Books,Fiction,9,15.41,138.69,2024-08-18,Credit Card
17584,4638,North,Clothing,Sneakers,7,16.66,116.62,2024-04-25,PayPal
17585,3066,West,Beauty,Perfume,10,323.04,3230.4,2023-08-17,Bank Transfer
17586,2422,East,Clothing,Sneakers,8,171.95,1375.6,2023-05-01,PayPal
17587,4884,East,Books,Fiction,2,250.47,500.94,2024-01-20,Credit Card
17588,3205,North,Beauty,Perfume,5,70.01,350.05,2023-11-18,PayPal
17589,2545,South,Toys,Board Game,3,487.88,1463.64,2025-01-06,Credit Card
17590,2071,North,Home & Kitchen,Microwave,1,69.32,69.32,2024-04-12,Bank Transfer
17591,3224,North,Toys,Lego,6,225.18,1351.08,2024-02-09,PayPal
17592,2768,West,Clothing,Jacket,9,224.46,2020.14,2023-03-31,PayPal
17593,4355,North,Home & Kitchen,Vacuum Cleaner,2,9.28,18.56,2024-02-21,Credit Card
17594,3707,West,Clothing,Sneakers,9,335.56,3020.04,2024-12-23,PayPal
17595,4425,South,Electronics,Laptop,8,271.41,2171.28,2024-11-14,PayPal
17596,2655,West,Electronics,Smartphone,9,251.26,2261.34,2023-12-12,Credit Card
17597,4726,South,Books,Biography,5,409.95,2049.75,2023-07-31,PayPal
17598,4447,South,Toys,Board Game,2,124.36,248.72,2024-12-21,Credit Card
17599,3797,South,Electronics,Smartphone,10,431.24,4312.4,2023-05-24,Bank Transfer
17600,2221,North,Beauty,Lipstick,10,433.07,4330.7,2023-12-30,PayPal
17601,2182,West,Beauty,Perfume,6,414.3,2485.8,2024-07-22,Credit Card
17602,2307,East,Clothing,Jeans,7,173.99,1217.93,2024-10-10,Credit Card
17603,4570,North,Home & Kitchen,Blender,3,85.47,256.41,2024-06-30,PayPal
17604,3420,South,Beauty,Lipstick,6,240.21,1441.26,2024-10-29,Credit Card
17605,3014,East,Clothing,Jeans,6,133.62,801.72,2023-08-22,Bank Transfer
17606,4052,North,Home & Kitchen,Vacuum Cleaner,8,30.83,246.64,2024-05-28,Bank Transfer
17607,4911,East,Electronics,Tablet,1,143.34,143.34,2024-05-30,PayPal
17608,2848,South,Clothing,Jeans,4,237.22,948.88,2023-09-24,Bank Transfer
